id,name,address
336,Kaiser Foundation Hospital Fontana,"9961 Sierra Ave, Fontana, CA, 92335"
337,Community Hospital Of The Monterey Peninsula,"23625 W R Holman Highway, Monterey, CA, 93940"
338,California Hospital Medical Center La,"1401 South Grand Avenue, Los Angeles, CA, 90015"
339,Sierra Nevada Memorial Hospital,"155 Glasson Way, Grass Valley, CA, 95945"
340,Saint Francis Memorial Hospital,"900 Hyde St, San Francisco, CA, 94109"
341,O'connor Hospital,"2105 Forest Avenue, San Jose, CA, 95128"
342,Encino Hospital Medical Center,"16237 Ventura Blvd, Encino, CA, 91436"
343,Ventura County Medical Center,"3291 Loma Vista Rd, Ventura, CA, 93003"
344,San Joaquin General Hospital,"500 W Hospital Road, French Camp, CA, 95231"
345,St Jude Medical Center,"101 E Valencia Mesa Drive, Fullerton, CA, 92835"
346,Presbyterian Intercommunity Hospital,"12401 Washington Blvd, Whittier, CA, 90602"
347,Santa Rosa Memorial Hospital,"1165 Montgomery Dr, Santa Rosa, CA, 95405"
348,Emanuel Medical Center,"825 Delbon Ave, Turlock, CA, 95382"
349,John Muir Medical Center - Walnut Creek Campus,"1601 Ygnacio Valley Rd, Walnut Creek, CA, 94598"
350,George L Mee Memorial Hospital,"300 Canal Street, King City, CA, 93930"
351,St Mary Medical Center,"1050 Linden Ave, Long Beach, CA, 90813"
352,Adventist Medical Center - Reedley,"372 W Cypress Ave, Reedley, CA, 93654"
353,Watsonville Community Hospital,"75 Nielson Street, Watsonville, CA, 95076"
354,Washington Hospital,"2000 Mowry Ave, Fremont, CA, 94538"
355,Sequoia Hospital,"170 Alameda De Las Pulgas, Redwood City, CA, 94062"
356,Palmdale Regional Medical Center,"38600 Medical Center Drive, Palmdale, CA, 93552"
357,Glendora Community Hospital,"150 West Route 66, Glendora, CA, 91740"
358,Alameda Hospital,"2070 Clinton Avenue, Alameda, CA, 94501"
359,Sharp Chula Vista Medical Center,"751 Medical Center Court, Chula Vista, CA, 91911"
360,Hoag Memorial Hospital Presbyterian,"One Hoag Drive, Newport Beach, CA, 92663"
361,Feather River Hospital,"5974 Pentz Road, Paradise, CA, 95969"
362,Ahmc Anaheim Regional Medical Center,"1111 W La Palma Avenue, Anaheim, CA, 92801"
363,San Francisco General Hospital,"1001 Potrero Avenue, San Francisco, CA, 94110"
364,Garden Grove Hospital & Medical Center,"12601 Garden Grove Blvd, Garden Grove, CA, 92843"
365,Pomona Valley Hospital Medical Center,"1798 N Garey Ave, Pomona, CA, 91767"
366,French Hospital Medical Center,"1911 Johnson Ave, San Luis Obispo, CA, 93401"
367,Sharp Coronado Hospital And Hlthcr Ctr,"250 Prospect Place, Coronado, CA, 92118"
368,Providence Saint Joseph Medical Ctr,"501 South Buena Vista, Burbank, CA, 91505"
369,Simi Valley Hospital & Health Care Services,"2975 N Sycamore Dr, Simi Valley, CA, 93065"
370,Methodist Hospital Of Southern Ca,"300 W Huntington Dr, Arcadia, CA, 91006"
371,Glendale Adventist Medical Center,"1509 E Wilson Terrace, Glendale, CA, 91206"
372,Dominican Hospital,"1555 Soquel Drive, Santa Cruz, CA, 95065"
373,Desert Regional Medical Center,"1150 North Indian Canyon Drive, Palm Springs, CA, 92262"
374,Arrowhead Regional Medical Center,"400 North Pepper Avenue, Colton, CA, 92324"
375,Natividad Medical Center,"1441 Constitution Boulevard, Salinas, CA, 93906"
376,Marshall Medical Center,"1100 Marshall Way, Placerville, CA, 95667"
377,Good Samaritan Hospital,"901 Olive Drive, Bakersfield, CA, 93308"
378,Sierra View Medical Center,"465 W Putnam Ave, Porterville, CA, 93257"
379,Ronald Reagan U C L A Medical Center,"757 Westwood Plaza, Los Angeles, CA, 90095"
380,Redlands Community Hospital,"350 Terracina Blvd, Redlands, CA, 92373"
381,Contra Costa Regional Medical Center,"2500 Alhambra Avenue, Martinez, CA, 94553"
382,Providence Holy Cross Medical Center,"15031 Rinaldi St, Mission Hills, CA, 91346"
383,Hi-desert Medical Center,"6601 White Feather Road, Joshua Tree, CA, 92252"
384,Mercy Medical Center Redding,"2175 Rosaline Ave, Clairmont Hgts, Redding, CA, 96001"
385,Alhambra Hospital Medical Center,"100 S Raymond Ave, Alhambra, CA, 91801"
386,Stanford Health Care - Valleycare,"5555 West Las Positas Boulevard, Pleasanton, CA, 94588"
387,Seton Medical Center,"1900 Sullivan Avenue, Daly City, CA, 94015"
388,Providence Saint John's Health Center,"2121 Santa Monica Blvd, Santa Monica, CA, 90404"
389,Sutter Santa Rosa Regional Hospital,"30 Mark West Springs Road, Santa Rosa, CA, 95403"
390,Riverside University Health System-medical Center,"26520 Cactus Avenue, Moreno Valley, CA, 92555"
391,Mercy Hospital,"2215 Truxtun Avenue, Bakersfield, CA, 93301"
392,Hazel Hawkins Memorial Hospital,"911 Sunset Drive, Hollister, CA, 95023"
393,Barstow Community Hospital,"820 E Mountain View Street, Barstow, CA, 92311"
394,St Mary Medical Center,"18300 Highway 18, Apple Valley, CA, 92307"
395,Ukiah Valley Medical Center,"275 Hospital Drive, Ukiah, CA, 95482"
396,Alta Bates Summit Medical Center - Alta Bates Camp,"2450 Ashby Avenue, Berkeley, CA, 94705"
397,El Camino Hospital,"2500 Grant Road, Mountain View, CA, 94040"
398,Sutter Roseville Medical Center,"One Medical Plaza, Roseville, CA, 95661"
399,Sutter Tracy Community Hospital,"1420 N Tracy Blvd, Tracy, CA, 95376"
400,Kern Medical Center,"1700 Mount Vernon Avenue, Bakersfield, CA, 93306"
401,Highland Hospital,"1411 E 31st Street, Oakland, CA, 94602"
402,Scripps Memorial Hospital La Jolla,"9888 Genesee Avenue, La Jolla, CA, 92037"
403,Loma Linda University Medical Center,"11234 Anderson St, Loma Linda, CA, 92354"
404,Corona Regional Medical Center,"800 South Main Street, Corona, CA, 92882"
405,Salinas Valley Memorial Hospital,"450 East Romie Lane, Salinas, CA, 93901"
406,Sonora Regional Medical Center,"1000 Greenley Road, Sonora, CA, 95370"
407,Lodi Memorial Hospital,"975 S Fairmont Avenue, Lodi, CA, 95240"
408,Pioneers Memorial Healthcare District,"207 West Legion Road, Brawley, CA, 92227"
409,University Of California Irvine Med Center,"101 City Drive South, Orange, CA, 92868"
410,Beverly Hospital,"309 W Beverly Blvd, Montebello, CA, 90640"
411,Torrance Memorial Medical Center,"3330 Lomita Blvd, Torrance, CA, 90509"
412,Barton Memorial Hospital,"2170 South Avenue, South Lake Tahoe, CA, 96150"
413,Providence Little Company Of Mary Med Ctr Torrance,"4101 Torrance Blvd, Torrance, CA, 90503"
414,Goleta Valley Cottage Hospital,"351 S Patterson Ave, Santa Barbara, CA, 93111"
415,Tulare Regional Medical Center,"869 North Cherry Avenue, Tulare, CA, 93274"
416,Marin General Hospital,"250 Bon Air Road, Po Box 8010, Greenbrae, CA, 94904"
417,Northbay Medical Center,"1200 B  Gale Wilson Blvd, Fairfield, CA, 94533"
418,Lac+usc Medical Center,"1200 N State St, Room C2k100, Los Angeles, CA, 90033"
419,Lac/harbor-ucla Med Center,"1000 W Carson St, Torrance, CA, 90502"
420,Pacifica Hospital Of The Valley,"9449 San Fernando Rd, Sun Valley, CA, 91352"
421,Good Samaritan Hospital,"2425 Samaritan Drive, San Jose, CA, 95124"
422,Citrus Valley Medical Center-ic Campus,"210 W  San Bernardino Road, Covina, CA, 91723"
423,Hemet Valley Medical Center,"1117 East Devonshire, Hemet, CA, 92543"
424,Pih Hospital - Downey,"11500 Brookshire Avenue, Downey, CA, 90241"
425,Community Memorial Hospital San Buenaventura,"147 N Brent St, Ventura, CA, 93003"
426,Santa Barbara Cottage Hospital,"400 West Pueblo, Santa Barbara, CA, 93102"
427,Coalinga Regional Medical Center,"1191 Phelps Avenue, Coalinga, CA, 93210"
428,Chinese Hospital,"845 Jackson St, San Francisco, CA, 94133"
429,Kaiser Foundation Hospital - South Bay,"25825 South Vermont Avenue, Harbor City, CA, 90710"
430,Mercy Hospital Of Folsom,"1650 Creekside Drive, Folsom, CA, 95630"
431,Sutter Coast Hospital,"800 E Washington Blvd, Crescent City, CA, 95531"
432,Palo Verde Hospital,"250 North First Street, Blythe, CA, 92225"
433,Scripps Green Hospital,"10666 North Torrey Pines Road, La Jolla, CA, 92037"
434,Kaiser Foundation Hospital - Sacramento,"2025 Morse Avenue, Sacramento, CA, 95825"
435,West Anaheim Medical Center,"3033 W Orange Avenue, Anaheim, CA, 92804"
436,Huntington Memorial Hospital,"100 W  California Blvd, Pasadena, CA, 91109"
437,Stanford Health Care,"300 Pasteur Drive, Stanford, CA, 94305"
438,Mercy Medical Center,"333 Mercy Avenue, Merced, CA, 95340"
439,Ucsf Medical Center,"505 Parnassus Ave, Box 0296, San Francisco, CA, 94143"
440,San Joaquin Community Hospital,"2615 Chester Avenue, Bakersfield, CA, 93301"
441,St Mary's Medical Center,"450 Stanyan St, San Francisco, CA, 94117"
442,Doctors Medical Center,"1441 Florida Avenue, Modesto, CA, 95350"
443,Memorial Hospital Of Gardena,"1145 W Redondo Beach Blvd, Gardena, CA, 90247"
444,Good Samaritan Hospital,"1225 Wilshire Boulevard, Los Angeles, CA, 90017"
445,West Hills Hospital & Medical Center,"7300 Medical Center Dr, West Hills, CA, 91307"
446,Long Beach Memorial Medical Center,"2801 Atlantic Ave, Long Beach, CA, 90806"
447,Eden Medical Center,"20103 Lake Chabot Road, Castro Valley, CA, 94546"
448,Clovis Community Medical Center,"2755 Herndon Ave, Clovis, CA, 93611"
449,John Muir Medical Center - Concord Campus,"2540 East St, Concord, CA, 94520"
450,Sutter Auburn Faith Hospital,"11815 Education Street, Auburn, CA, 95603"
451,Saint Vincent Medical Center,"2131 W 3rd St, Los Angeles, CA, 90057"
452,Scripps Memorial Hospital - Encinitas,"354 Santa Fe Drive, Encinitas, CA, 92024"
453,Sierra Vista Regional Medical Center,"1010 Murray St, San Luis Obispo, CA, 93405"
454,Kaiser Foundation Hospital,"99 Montecillo Rd, San Rafael, CA, 94903"
455,Kaiser Foundation Hospital - Fremont,"39400 Paseo Padre Pkwy, Fremont, CA, 94538"
456,Kaiser Foundation Hospital - San Diego,"4647 Zion Ave, San Diego, CA, 92120"
457,Mercy San Juan Medical Center,"6501 Coyle Ave, Carmichael, CA, 95608"
458,Victor Valley Global Medical Center,"15248 11th St, Victorville, CA, 92392"
459,Sutter Delta Medical Center,"3901 Lone Tree Way, Antioch, CA, 94509"
460,Huntington Beach Hospital,"17772 Beach Blvd, Huntington Beach, CA, 92647"
461,Memorial Hospital Los Banos,"520 West I St, Los Banos, CA, 93635"
462,John F Kennedy Memorial Hospital,"47111 Monroe Street, Indio, CA, 92201"
463,Sutter Davis Hospital,"2000 Sutter Place, Davis, CA, 95616"
464,Kaiser Foundation Hospital - Redwood City,"1100 Veterans Boulevard, Redwood City, CA, 94063"
465,College Hospital Costa Mesa,"301 Victoria Street, Costa Mesa, CA, 92627"
466,Porterville Developmental Center,"26501 Avenue 140, Porterville, CA, 93257"
467,Sonoma Developmental Center,"15000 Arnold Drive   /  P O Box 1493, Eldridge, CA, 95431"
468,Fairview Developmental Center,"2501 Harbor Boulevard, Costa Mesa, CA, 92626"
469,Los Robles Hospital & Medical Center,"215 W Janss Rd, Thousand Oaks, CA, 91360"
470,Los Alamitos Medical Center,"3751 Katella Avenue, Los Alamitos, CA, 90720"
471,Motion Picture & Television Hospital,"23388 Mulholland Drive, Woodland Hills, CA, 91364"
472,Memorial Medical Center,"1700 Coffee Rd, Modesto, CA, 95355"
473,Kaiser Foundation Hospital - West La,"6041 Cadillac Ave, Los Angeles, CA, 90034"
474,Mission Hospital Regional Med Center,"27700 Medical Center Rd, Mission Viejo, CA, 92691"
475,Madera Community Hospital,"1250 E Almond Ave, Madera, CA, 93637"
476,Fountain Valley Regional Hospital & Medical Center,"17100 Euclid Street, Fountain Valley, CA, 92708"
477,Eisenhower Medical Center,"39-000 Bob Hope Drive, Rancho Mirage, CA, 92270"
478,Gardens Regional Hospital And Medical Center,"21530 S Pioneer Blvd, Hawaiian Gardens, CA, 90716"
479,La Palma Intercommunity Hospital,"7901 Walker Street, La Palma, CA, 90623"
480,Lakewood Regional Medical Center,"3700 E South St, Lakewood, CA, 90712"
481,Chino Valley Medical Center,"5451 Walnut Ave, Chino, CA, 91710"
482,San Dimas Community Hospital,"1350 W Covina Blvd, San Dimas, CA, 91773"
483,Placentia Linda Hospital,"1301 N Rose Drive, Placentia, CA, 92870"
484,Methodist Hospital Of Sacramento,"7500 Hospital Drive, Sacramento, CA, 95823"
485,Foothill Presbyterian Hospital,"250 S Grand Ave, Glendora, CA, 91740"
486,University Of California Davis Medical Center,"2315 Stockton Boulevard, Sacramento, CA, 95817"
487,Saddleback Memorial Medical Center,"24451 Health Center Drive, Laguna Hills, CA, 92653"
488,Kaiser Foundation Hospital-san Jose,"250 Hospital Parkway, San Jose, CA, 95119"
489,Delano Regional Medical Center,"1401 Garces Highway, Delano, CA, 93215"
490,Kaiser Foundation Hospital - Orange County - Anahe,"3440 E La Palma Ave, Anaheim, CA, 92806"
491,St Johns Pleasant Valley Hospital,"2309 Antonio Ave, Camarillo, CA, 93010"
492,Henry Mayo Newhall  Hospital,"23845  Mcbean Pkwy, Valencia, CA, 91355"
493,Cedars-sinai Medical Center,"8700 Beverly Blvd, Los Angeles, CA, 90048"
494,Twin Cities Community Hospital,"1100 Las Tablas Rd, Templeton, CA, 93465"
495,Pomerado Hospital,"15615 Pomerado Road, Poway, CA, 92064"
496,East Los Angeles Doctors Hospital,"4060 Whittier Blvd, Los Angeles, CA, 90023"
497,Los Angeles Community Hospital,"4081 E Olympic Blvd, Los Angeles, CA, 90023"
498,Laguna Honda Hospital & Rehabilitation Center,"375 Laguna Honda Blvd, San Francisco, CA, 94116"
499,Kaiser Foundation Hosp So Sacramento,"6600 Bruceville Road, Sacramento, CA, 95823"
500,Kaiser Foundation Hospital - Woodland Hills,"5601 De Soto, Woodland Hills, CA, 91367"
501,Orange Coast Memorial Medical Center,"9920 Talbert Avenue, Fountain Valley, CA, 92708"
502,Menifee Valley Medical Center,"28400 Mccall B0ulevard, Sun City, CA, 92585"
503,"Kaiser Foundation Hospital, Riverside","10800 Magnolia Avenue, Riverside, CA, 92505"
504,Saint Louise Regional Hospital,"9400 No Name Uno, Gilroy, CA, 95020"
505,San Ramon Regional Medical Ctr,"6001 Norris Canyon Road, San Ramon, CA, 94583"
506,Kaiser Foundation Hospital-santa Rosa,"401 Bicentennial Way, Santa Rosa, CA, 95403"
507,Keck Hospital Of Usc,"1500 San Pablo St, Los Angeles, CA, 90033"
508,Patients' Hospital Of Redding,"2900 Eureka Way, Redding, CA, 96001"
509,Southwest Healthcare System,"25500 Medical Center Drive, Murrieta, CA, 92562"
510,Mission Community Hospital,"14850 Roscoe Blvd, Panorama City, CA, 91402"
511,Fresno Surgical Hospital,"6125 North Fresno St, Fresno, CA, 93710"
512,Desert Valley Hospital,"16850 Bear Valley Rd, Victorville, CA, 92395"
513,Kaiser Foundation Hospital - Fresno,"7300 North Fresno St, Fresno, CA, 93720"
514,Sutter Maternity & Surgery Center Of Santa Cruz,"2900 Chanticleer Avenue, Santa Cruz, CA, 95065"
515,Lac/rancho Los Amigos National Rehabilitation  Ctr,"7601 East Imperial Highway, Downey, CA, 90242"
516,Kaiser Foundation Hospital - Baldwin Park,"1011 Baldwin Park Blvd, Baldwin Park, CA, 91706"
517,Bakersfield Heart Hospital,"3001 Sillect Avenue, Bakersfield, CA, 93308"
518,Stanislaus Surgical Hospital,"1421 Oakdale Road, Modesto, CA, 95355"
519,Community Hospital Of Long Beach,"1720 Termino Avenue, Long Beach, CA, 90804"
520,Whittier Hospital Medical Center,"9080 Colima Rd, Whittier, CA, 90605"
521,Monterey Park Hospital,"900 S Atlantic Blvd, Monterey Park, CA, 91754"
522,Garfield Medical Center,"525 N Garfield Ave, Monterey Park, CA, 91754"
523,Greater El Monte Community Hospital,"1701 Santa Anita Ave, South El Monte, CA, 91733"
524,Centinela Hospital Medical Center,"555 East Hardy Street, Inglewood, CA, 90301"
525,Marina Del Rey Hospital,"4650 Lincoln Blvd, Marina Del Rey, CA, 90291"
526,Olympia Medical Center,"5900 West Olympic Boulevard, Los Angeles, CA, 90036"
527,Anaheim Global Medical Center,"1025 S Anaheim Blvd, Anaheim, CA, 92805"
528,Chapman Global Medical Center,"2601 E Chapman Ave, Orange, CA, 92869"
529,Orange County Global Medical Center,"1001 North Tustin Avenue, Santa Ana, CA, 92705"
530,South Coast Global Medical Center,"2701 S Bristol St, Santa Ana, CA, 92704"
531,Kaiser Foundation Hospital Manteca,"1777 West Yosemite Ave, Manteca, CA, 95337"
532,Miracle Mile Medical Center,"6000 San Vicente Blvd, Los Angeles, CA, 90036"
533,Menlo Park Surgical Hospital,"570 Willow Road, Menlo Park, CA, 94025"
534,Sherman Oaks Hospital,"4929 Van Nuys Blvd, Sherman Oaks, CA, 91403"
535,Alvarado Hospital Medical Center,"6655 Alvarado Road, San Diego, CA, 92120"
536,Montclair Hospital Medical Center,"5000 San Bernardino St, Montclair, CA, 91763"
537,Kaiser Foundation Hospital - Antioch,"4501 Sand Creek Road, Antioch, CA, 94531"
538,Providence Tarzana Medical Center,"18321 Clark Street, Tarzana, CA, 91356"
539,Silver Lake Medical Center,"1711 West Temple Street, Los Angeles, CA, 90026"
540,Shasta Regional Medical Center,"1100 Butte St, Redding, CA, 96001"
541,Kaiser Foundation Hospital-moreno Valley,"27300 Iris Avenue, Moreno Valley, CA, 92555"
542,Sutter Surgical Hospital - North Valley,"455 Plumas Blvd, Yuba City, CA, 95991"
543,Kaiser Foundation Hospital - Vacaville,"1 Quality Drive, Vacaville, CA, 95688"
544,Hoag Orthopedic Institute,"16250 Sand Canyon Avenue, Irvine, CA, 92618"
545,Loma Linda University Medical Center-murrieta,"28062 Baxter Road, Murrieta, CA, 92563"
546,Coast Plaza Hospital,"13100 Studerbaker Road, Norwalk, CA, 90650"
547,Kaiser Foundation Hospital - Roseville,"1600 Eureka Road, Roseville, CA, 95661"
548,San Leandro Hospital,"13855 E 14th Street, San Leandro, CA, 94578"
549,Temecula Valley Hospital,"31700 Temecula Pkwy, Temecula, CA, 92592"
550,College Medical Center,"2776 Pacific Avenue, Long Beach, CA, 90806"
551,Kaiser Foundation Hospital - San Leandro,"2500 Merced Street, San Leandro, CA, 94577"
552,Loma Linda University Children's Hospital,"11234 Anderson Street Suite A, Loma Linda, CA, 92354"
553,"Martin Luther King, Jr. Community Hospital","1680 East 120th Street, Los Angeles, CA, 90059"
554,Foothill Regional Medical Center,"14662 Newport Ave, Tustin, CA, 92780"
555,Sonoma West Medical Center,"501 Petaluma Avenue, Sebastopol, CA, 95472"
556,Casa Colina Hospital,"255 E Bonita Ave, Pomona, CA, 91767"
557,Eastern Plumas Hospital - Portola Campus,"500 First Avenue, Portola, CA, 96122"
558,Adventist Health Medical Center Tehachapi Valley,"115 West E Street, Tehachapi, CA, 93561"
559,Southern Inyo Hospital,"501 East Locust Street, Lone Pine, CA, 93545"
560,Mammoth Hospital,"85 Sierra Park Road Po Box 660, Mammoth Lakes, CA, 93546"
561,John C Fremont Healthcare District,"5189 Hospital Road, Mariposa, CA, 95338"
562,Mayers Memorial Hospital,"43563 Hwy 299 East, Fall River Mills, CA, 96028"
563,Glenn Medical Center,"1133 W Sycamore St, Willows, CA, 95988"
564,Catalina Island Medical Center,"100 Falls Canyon Road, Avalon, CA, 90704"
565,Surprise Valley Community Hospital,"741 North Main Street, Cedarville, CA, 96104"
566,Jerold Phelps Community Hospital,"733 Cedar St, Garberville, CA, 95542"
567,Frank R Howard Memorial Hospital,"1 Marcela Dr, Willits, CA, 95490"
